62,TEXT_KINGBA301_04830_SHASHEPYA_000_010,
63,TEXT_KINGBA301_04830_SHASHEPYA_000_011,請你也前往名為クガネ的城市，<it:02100103>與她合作，幫我們奪回祭器吧！★
64,TEXT_KINGBA301_04830_SHASHEPYA_000_012,雖然特利約拉可能正處於困難局勢，<it:02100103>但請你也前往名為クガネ的城市，<it:02100103>與她合作，幫我們奪回祭器吧！★
65,TEXT_KINGBA301_04830_Q1_000_000,要說什麼呢？★
66,TEXT_KINGBA301_04830_A1_000_001,交給我吧★
67,TEXT_KINGBA301_04830_A1_000_002,傳送費用……★
68,TEXT_KINGBA301_04830_SHASHEPYA_000_013,感謝你樂意接受，非常感謝！★
69,TEXT_KINGBA301_04830_SHASHEPYA_000_014,傳送費用……？★
70,TEXT_KINGBA301_04830_SHASHEPYA_000_015,啊，是說錢的事情嗎。<hex:02100103>如果是對合作的感謝，伊塔卡會支付的。<hex:02100103>我應該有那麼點零用錢，放心吧。★
71,TEXT_KINGBA301_04830_SHASHEPYA_000_016,抵達目的地後，首先以和我一樣的打扮，<hex:02100103>背負弓箭的夏特納族女性為目標搜尋。★
72,TEXT_KINGBA301_04830_SHASHEPYA_000_017,即使在秋葉也可以詢問聚集在這些“酒場”的人們，也許可以得知伊塔卡的所在。<hex:02100103>那麼，拜託你了！★
73,TEXT_KINGBA301_04830_SHASHEPYA_000_020,
74,TEXT_KINGBA301_04830_SHITAN_000_030,歡迎光臨。<hex:02100103>請享受秋葉的特色美食……★
75,TEXT_KINGBA301_04830_SHITAN_000_031,原來如此，尋找的人……。<hex:02100103>像您所說的外表擁有的異種族，我之前見過。<hex:02100103>可惜，我不知道她的具體位置。★
76,TEXT_KINGBA301_04830_HABOKU_000_032,哦，你在尋找來自西方大陸的人？<hex:02100103>抱歉，我沒看到穿著那樣打扮的女性。★
77,TEXT_KINGBA301_04830_HABOKU_000_033,比起那個，聽說那個大陸有一種叫做梅斯卡爾的蒸餾酒，<hex:02100103>一直想嘗試看看……<hex:02100103>可惜一直沒能到達秋葉，實在是非常可惜。★
78,TEXT_KINGBA301_04830_HAYATAKA_100_034,啊，我看到了一位背著弓的異種族女性。<hex:02100103>雖然沒有記住她的細節服裝，但她看起來有些慌張。★
79,TEXT_KINGBA301_04830_HAYATAKA_100_035,如果她是從西方大陸來的，可能覺得秋葉的樣子很新奇。<hex:02100103>她曾經在紅誠組屯所附近出現，你可以去看看。★
80,TEXT_KINGBA301_04830_SHITAN_000_034,
81,TEXT_KINGBA301_04830_SHITAN_000_035,
82,TEXT_KINGBA301_04830_SHITAN_000_040,我之前看過像您所說的外表的異種族。<hex:02100103>不好意思，我不知道她的具體位置。★
83,TEXT_KINGBA301_04830_HABOKU_000_041,抱歉，我沒看到穿著那樣打扮的女性。<hex:02100103>比起那個，我真的想嘗試一下那個大陸的梅斯卡爾蒸餾酒……。★
84,TEXT_KINGBA301_04830_HAYATAKA_100_042,確實，我看到了一位背著弓的異種族女性。<hex:02100103>她曾經在紅誠組屯所附近出現，你可以去看看。★
85,TEXT_KINGBA301_04830_SHITAN_000_042,
86,TEXT_KINGBA301_04830_KUIYKI_000_050,嗯，也許只有我是不夠的呢。<hex:02100103>也許該回去了吧……★
87,TEXT_KINGBA301_04830_Q2_000_000,要說什麼呢？★
88,TEXT_KINGBA301_04830_A2_000_001,伊特卡嗎？★
89,TEXT_KINGBA301_04830_A2_000_002,我是來幫伊特卡的。★
90,TEXT_KINGBA301_04830_KUIYKI_000_051,(-伊特卡-)對、對了！<hex:02100103>我是伊特卡，不過你是……？★
91,TEXT_KINGBA301_04830_KUIYKI_000_052,(-伊特卡-)對、對啊！<hex:02100103>這樣真是太好了，不過你為什麼……？★
92,TEXT_KINGBA301_04830_KUIYKI_000_053,(-伊特卡-)原、原來如此，<hex:02100103>是受夏謝帕之請求來協助的<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>啊……<hex:02100103>如果能幫忙奪回祭器的話，將不勝感激。★
93,TEXT_KINGBA301_04830_KUIYKI_000_054,(-伊特卡-)來到庫岡內，暫時寄宿在這間房子裡，<hex:02100103>一直以來，獨自進行調查。<hex:02100103>讓我分享一下我所知道的事情。★
94,TEXT_KINGBA301_04830_KUIYKI_000_055,(-伊特卡-)首先據在故鄉目擊犯人的人稱，<hex:02100103>盜走祭器的是一名中年男性，正如我們這裡所謂的休蘭族人。<hex:02100103>至於其他特徵，目前還不清楚。★
95,TEXT_KINGBA301_04830_KUIYKI_000_056,(-伊特卡-)而且，使用祭器可以模仿他人或動物的外觀。<hex:02100103>要如何收集到能夠自由變化形態的對象的信息，在庫岡也曾一度陷入困境。★
96,TEXT_KINGBA301_04830_KUIYKI_000_057,(-伊特卡-)但就在那個時候，聽說城鎮裡發生了許多街頭爭吵的傳聞。<hex:02100103>令人摸不著頭腦的是，當事者們紛紛表示，<hex:02100103>對於這些事件的原因毫不知情。★
97,TEXT_KINGBA301_04830_KUIYKI_100_057,(-伊特卡-)此外，居民之間流傳著關於出現與自己一模一樣外表的人被同時刻在不同場所目擊的傳聞故事。★
98,TEXT_KINGBA301_04830_KUIYKI_000_058,(-伊特卡-)基於這些情報，我懷疑使用祭器模仿他人的犯人，<hex:02100103>可能是製造了爭端的導火線。★
99,TEXT_KINGBA301_04830_KUIYKI_000_059,
100,TEXT_KINGBA301_04830_KUIYKI_100_059,(-伊特卡-)所以，我想追查這場爭吵事件……<hex:02100103>捉住可疑的人也無济于事。<hex:02100103>這時就需要用到一種藥物了。★
101,TEXT_KINGBA301_04830_KUIYKI_000_060,(-伊特卡-)為了防止祭器被惡意使用，村莊裡流傳著一種解開擬態的秘藥製作方法。<hex:02100103>我帶了一些製作好的秘藥。★
102,TEXT_KINGBA301_04830_KUIYKI_000_061,
103,TEXT_KINGBA301_04830_KUIYKI_100_061,(-伊特卡-)只要投擲這個，就能立刻揭露對方的真面目。<hex:02100103>現在就去看看是否有街頭爭吵事件。★
104,TEXT_KINGBA301_04830_KUIYKI_000_062,(-伊特卡-)但是因為不知道犯人藏在哪裡，<hex:02100103>最好盡可能一起行動。<hex:02100103>準備好之後，請告訴我。★
105,TEXT_KINGBA301_04830_KUIYKI_000_070,好的，如果要人潮眾多的話，商店街就是一個不錯的選擇。<hex:02100103>首先前往名為「樂座街」的地方吧。★
106,TEXT_KINGBA301_04830_SYSTEM_000_071,"伊特卡開始""同行""<hex:02100103>為了完成任務，需要確保同行者在附近，<hex:02100103>並實現目標。★"
107,TEXT_KINGBA301_04830_SYSTEM_000_072,"""同行""將在移動到其他區域時或者選擇<hex:02100103>""解除同行狀態""時解除。★"
108,TEXT_KINGBA301_04830_SYSTEM_000_073,"若解除後，只需與回到原本位置的同行者對話，<hex:02100103>就可以再次啟動""同行""。★"
109,TEXT_KINGBA301_04830_Q3_000_000,要做什麼呢？★
110,TEXT_KINGBA301_04830_A3_000_001,與他對話★
111,TEXT_KINGBA301_04830_A3_000_002,"解除""同行""狀態★"
112,TEXT_KINGBA301_04830_A3_000_003,取消★
113,TEXT_KINGBA301_04830_KUIYKI_000_074,在崔約拉的城市已經感到驚訝了，<hex:02100103>但在黑鬼也一樣人潮洶湧，讓我感到驚訝。<hex:02100103>我們村莊的人，包括我在內，很少離開家鄉的森林。★
114,TEXT_KINGBA301_04830_A4_000_000,"<hex:024804F2022403>談論關於""城市""<hex:0248020103>★"
115,TEXT_KINGBA301_04830_KUIYKI_000_075,雖然如此，黑鬼的城市到處都是人造物品，<hex:02100103>對長在森林裡的我來說是令人驚訝的景象。★
116,TEXT_KINGBA301_04830_KUIYKI_000_076,畢竟習慣後，也覺得這樣的城市不錯。<hex:02100103>我們重視與大自然共存的生活方式，但並不意味著否定人造物品。★
117,TEXT_KINGBA301_04830_A5_000_000,"<hex:024804F2022403>談論關於""海洋""<hex:0248020103>★"
118,TEXT_KINGBA301_04830_KUIYKI_000_077,海洋真的好大啊！<hex:02100103>這次事情發生後，我去了崔約拉才第一次看到，<hex:02100103>和家鄉森林中的湖泊相比根本不在同一個量級。★
119,TEXT_KINGBA301_04830_KUIYKI_000_078,在湖裡，常常游泳比賽一直游向對岸，<hex:02100103>但這麼廣闊的海洋，恐怕在抵達陸地之前就會耗盡力氣吧。★
120,TEXT_KINGBA301_04830_SYSTEM_000_079,確定取消同行狀態。您確定要這樣做嗎？★
121,TEXT_KINGBA301_04830_KUIYKI_000_080,您有急事要處理嗎？<hex:02100103>我會在宿舍等你回來，請盡快返回。★
122,TEXT_KINGBA301_04830_KUIYKI_000_081,我等著你了。<hex:02100103>來吧，我們去看看有沒有爭執事件發生。★
123,TEXT_KINGBA301_04830_SYSTEM_000_082,要繼續進行這個任務，<hex:02100103>必須保持伊特卡處於同行狀態，<hex:02100103>而且必須靠近玩家身邊。★
124,TEXT_KINGBA301_04830_SYSTEM_000_083,同伴還沒到達。<hex:02100103>去迎接他們，一起展開行動。★
125,TEXT_KINGBA301_04830_CUSTOMER04830_000_090,(男性怒吼聲)所以，這樣的話錢不太夠啊！★
126,TEXT_KINGBA301_04830_CLERK04830_000_091,那、那個……<hex:02100103>剛才我應該已經找零給您了……。★
127,TEXT_KINGBA301_04830_CUSTOMER04830_000_092,好了，快把找零給我！<hex:02100103>想被打嗎！★
128,TEXT_KINGBA301_04830_Q6_000_000,要說什麼呢？★
129,TEXT_KINGBA301_04830_A6_000_001,這名極度激動的客人，原來是偽裝成犯人的。★
130,TEXT_KINGBA301_04830_A6_000_002,嚇壞了的店員，原來是偽裝成犯人的。★
131,TEXT_KINGBA301_04830_A6_000_003,再觀察一下……★
132,TEXT_KINGBA301_04830_KUIYKI_100_093,我也是這麼想的！★
133,TEXT_KINGBA301_04830_KUIYKI_100_094,我想應該不會刻意偽裝成被恐嚇的一方。<hex:02100103>看起來，生氣的客人才可疑！★
134,TEXT_KINGBA301_04830_KUIYKI_100_095,不，這已經一目瞭然了！<hex:02100103>那個找麻煩的客人，顯然可疑！★
135,TEXT_KINGBA301_04830_KUIYKI_000_093,現在你的真面目吧！★
136,TEXT_KINGBA301_04830_CUSTOMER04830_000_094,你、你在搞什麼鬼！★
137,TEXT_KINGBA301_04830_KUIYKI_000_095,啊，那個，搞錯了？<hex:02100103>對、對、對不起～！★
138,TEXT_KINGBA301_04830_CLERK04830_100_095,(-害怕的店員尖叫-)啊啊啊啊啊啊！★
139,TEXT_KINGBA301_04830_CLERK04830_100_096,抱抱抱歉～！<hex:02100103>我算錯了～～～！！★
140,TEXT_KINGBA301_04830_CLERK04830_100_097,我會準備好退還差額的，<hex:02100103>拜、拜託請原諒我～～～！★
141,TEXT_KINGBA301_04830_CLERK04830_000_096,對、對不起。<hex:02100103>非常抱歉，給您添麻煩了……。★
142,TEXT_KINGBA301_04830_KUIYKI_000_097,嘛、嘛、確實不會這麼容易找到呢。<hex:02100103>冷靜下來，這次我們朝著叫做「小金通り」的商店街前進吧。★
143,TEXT_KINGBA301_04830_HYURANSAMURAI_000_300,(-男性的怒吼-)要把你斬成粉碎！★
144,TEXT_KINGBA301_04830_KUIYKI_000_301,到底發生了什麼事？★
145,TEXT_KINGBA301_04830_ONLOOKERS04830_000_302,據說那個大家伙對人妻動了手。<hex:02100103>這可不是小事，只是口角之爭就無法化解了呢。★
146,TEXT_KINGBA301_04830_ROEGADYNSAMURAI_000_303,冷、冷靜！<hex:02100103>在下並沒有做什麼……！★
147,TEXT_KINGBA301_04830_HYURANSAMURAI_000_304,我可是聽妻子明確地說過了！<hex:02100103>難道她在撒謊……！？★
148,TEXT_KINGBA301_04830_SAMIDARE_000_305,(-悲傷的女性樣子-)請幫我討回羞辱，把那個卑鄙的男人斬了！★
149,TEXT_KINGBA301_04830_ROEGADYNSAMURAI_000_306,完全沒有根據！<hex:02100103>為什麼要說出這種莫名其妙的話！？★
150,TEXT_KINGBA301_04830_SAMIDARE_000_307,(-悲傷的女性樣子-)你在猶豫什麼，趕快殺了那個男人！★
151,TEXT_KINGBA301_04830_HYURANSAMURAI_000_308,快……站定，斬之！★
152,TEXT_KINGBA301_04830_ROEGADYNSAMURAI_000_309,唔，如果你置若不聞，那也沒什麼可做的！<hex:02100103>拿刀來證明清白吧！★
153,TEXT_KINGBA301_04830_KUIYKI_000_310,那個女人才是偽裝成犯人的嫌疑人吧！？★
154,TEXT_KINGBA301_04830_SAMIDARE_000_311,(-忍者風的男性-)你……說得太輕率了……。★
155,TEXT_KINGBA301_04830_SAMIDARE_000_312,(-忍者風的男性-)算了吧，已經厭倦了這種無謂的爭吵……<hex:02100103>從現在開始，將更加注重重要的事情。★
156,TEXT_KINGBA301_04830_KUIYKI_000_313,絕不讓你逃走！★
157,TEXT_KINGBA301_04830_KUIYKI_000_314,唔，今天弓的狀態似乎有些不對勁呢……。★
158,TEXT_KINGBA301_04830_WOMAN04830_000_315,你！★
159,TEXT_KINGBA301_04830_HYURANSAMURAI_000_316,原來真的是你啊，沒事真是太好了……。★
160,TEXT_KINGBA301_04830_SEKISEIGUMIBLADE04830_000_317,她倒在了小巷裡。<hex:02100103>看起來是被某人襲擊後昏厥過去了。★
161,TEXT_KINGBA301_04830_KUIYKI_000_318,原來如此，那個犯人為了偽裝成她欺騙丈夫，<hex:02100103>所以讓她昏倒了。★
162,TEXT_KINGBA301_04830_HYURANSAMURAI_000_319,被輕易地騙了……<hex:02100103>真是丟臉。★
163,TEXT_KINGBA301_04830_ROEGADYNSAMURAI_000_320,沒關係。<hex:02100103>誰會想到自己的妻子是個冒牌貨呢。★
164,TEXT_KINGBA301_04830_SEKISEIGUMIBLADE04830_000_321,多虧了你們，才避免了衝突。<hex:02100103>作為守護釡河的治安者，我要向你們致謝。★
165,TEXT_KINGBA301_04830_SEKISEIGUMIBLADE04830_000_322,然而，能偽裝成任何人的犯人極為危險。<hex:02100103>紅誠組也應該保持高度警惕，並發出注意喚起通知。★
166,TEXT_KINGBA301_04830_KUIYKI_000_323,暫時回到下榻處，<hex:02100103>讓我們談談有關這位犯人的事情。★
167,TEXT_KINGBA301_04830_KUIYKI_000_400,果然，犯人使用祭器偽裝成他人，<hex:02100103>並且似乎製造了爭端。★
168,TEXT_KINGBA301_04830_KUIYKI_000_401,到底出於什麼目的而這樣做，<hex:02100103>實在難以想像呢……。★
169,TEXT_KINGBA301_04830_KUIYKI_000_402,由於祭器的力量可以讓任何人偽裝成任何人，<hex:02100103>我們只能藉著「爭端」來追蹤犯人了。★
170,TEXT_KINGBA301_04830_KUIYKI_000_403,不過，<hex:02100103><hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>來幫忙真是太感謝了。<hex:02100103>今後也請多指教！★
171,TEXT_KINGBA301_04830_KUIYKI_000_404,
